16.64,17.03,18.45,20.89,24.04,28.16,33.11,38.84,45.29,52.41,60.41,68.34,76.99,85.99,95.25,104.66,114.15,123.62,132.97,142.11,150.94,159.39,167.36,174.79,181.58,187.68,193.03,197.57,201.26,205.04,205.94,206.88,206.88,205.94,204.06,201.26,197.57,193.03,188.59,181.58,174.79,167.36,159.39,150.94,142.79,133.61,123.62,114.15,105.17,95.25,86.41,76.99,68.34,60.12,52.41,45.51,38.84,33.11,28.16,24.15,20.79,18.45,17.12,16.56
16.64,17.03,18.45,20.69,24.04,28.16,33.11,39.02,45.29,52.41,60.12,68.67,76.99,85.99,95.25,104.66,114.15,123.62,132.97,142.11,150.94,159.39,167.36,174.79,180.70,187.68,193.03,197.57,201.26,204.06,205.94,206.88,206.88,205.94,204.06,200.29,197.57,193.96,187.68,180.70,174.79,167.36,159.39,150.94,142.11,132.97,124.22,114.15,104.66,94.79,85.99,76.99,68.34,60.12,52.41,45.08,38.84,33.11,28.02,24.04,20.79,18.45,17.03,16.64
16.48,17.03,18.45,20.79,24.04,28.02,32.95,38.84,45.29,52.41,60.12,68.34,76.62,85.99,94.79,104.66,114.15,123.62,132.97,142.11,150.94,159.39,167.36,174.79,181.58,187.68,193.03,197.57,201.26,204.06,205.94,206.88,207.88,204.94,204.06,201.26,197.57,192.10,187.68,180.70,174.79,167.36,159.39,150.21,142.11,132.97,123.62,114.15,104.16,95.25,85.99,76.99,68.34,60.12,52.41,45.29,38.84,32.95,28.16,24.04,20.89,18.45,17.03,16.56
16.72,17.20,18.72,20.99,24.27,28.56,33.75,39.59,45.95,53.17,60.99,69.33,77.74,86.82,96.63,106.69,116.91,125.41,134.90,143.48,153.86,160.93,169.79,177.32,185.09,191.31,195.83,200.43,205.15,207.01,208.92,209.88,210.88,209.92,208.00,204.17,199.48,195.83,189.50,183.34,177.32,170.60,161.70,153.13,144.85,134.25,126.01,115.26,106.18,96.63,87.24,78.48,69.00,61.28,52.92,45.95,39.21,33.43,28.56,24.39,21.19,18.54,17.36,16.72
16.64,17.36,18.72,21.09,24.39,28.43,33.75,39.40,46.17,53.68,60.70,69.66,77.74,87.24,96.17,105.68,115.81,126.01,134.90,144.85,152.40,162.47,170.60,177.32,184.21,189.50,195.83,200.43,204.17,208.00,207.93,209.88,209.88,207.93,207.01,203.20,200.43,195.83,190.40,184.21,178.16,169.79,161.70,153.13,143.48,134.90,124.81,115.81,106.18,96.63,87.65,78.11,69.66,60.99,53.17,45.95,39.21,33.59,28.56,24.27,21.09,18.72,17.28,16.88
16.80,17.12,18.72,21.09,24.15,28.43,33.75,39.78,45.95,52.66,60.99,69.00,77.36,86.41,96.63,106.18,117.46,124.81,134.90,143.48,153.86,159.39,169.79,177.32,185.09,192.22,193.96,201.39,204.17,206.03,206.93,209.88,209.88,209.92,208.00,203.20,199.48,195.83,188.59,183.34,177.32,171.41,162.47,151.67,144.85,134.25,126.01,114.71,105.68,96.63,87.24,78.85,68.67,61.28,52.92,45.95,39.02,33.43,28.56,24.50,21.39,18.54,17.28,16.80
16.80,17.12,18.72,21.09,24.27,28.29,33.75,39.78,46.17,52.66,60.70,69.33,77.74,86.41,97.09,107.19,116.91,124.81,134.90,143.48,152.40,160.16,169.79,178.16,185.97,188.59,194.90,199.48,204.17,204.06,207.93,209.88,210.88,211.91,204.06,205.15,199.48,195.83,187.68,183.34,177.32,170.60,161.70,152.40,143.48,134.90,123.62,115.26,106.18,97.09,87.65,77.36,69.00,60.70,53.42,45.08,39.21,33.59,28.70,24.62,20.89,18.72,17.28,16.80
16.72,17.36,18.63,21.09,24.27,28.70,33.75,39.78,45.73,52.92,60.41,69.66,77.74,86.82,96.63,106.18,117.46,123.62,136.18,144.17,152.40,160.93,169.79,178.16,185.09,190.40,195.83,199.48,203.20,206.03,207.93,209.88,210.88,207.93,207.01,202.23,201.39,193.03,190.40,185.09,177.32,173.02,158.62,153.13,144.17,132.97,126.01,115.26,106.69,97.55,85.58,79.22,68.34,61.57,52.66,45.73,39.59,33.75,28.70,24.27,20.99,18.72,17.12,16.80
16.96,17.20,18.45,21.09,24.39,28.29,33.43,39.59,46.39,53.17,60.41,69.33,77.74,86.41,96.17,107.19,117.46,124.22,135.54,144.17,152.40,160.16,168.98,177.32,185.09,193.12,192.10,202.34,204.17,207.01,205.94,208.88,210.88,210.91,205.04,205.15,199.48,196.76,187.68,184.21,177.32,171.41,164.01,150.94,144.85,134.90,125.41,114.71,106.18,97.09,87.65,78.48,69.66,60.41,53.42,45.51,39.21,33.59,28.70,24.73,20.79,18.80,17.28,16.72
16.80,17.20,18.63,21.09,24.27,28.56,33.75,39.78,46.17,52.66,60.70,69.33,77.74,86.41,97.09,106.69,116.36,124.81,133.61,144.17,152.40,160.16,169.79,178.16,185.97,190.40,193.03,199.48,204.17,206.03,207.93,209.88,211.88,210.91,206.03,203.20,200.43,195.83,188.59,183.34,179.85,172.22,159.39,153.13,144.17,134.25,123.62,115.81,106.69,97.55,86.82,78.11,69.33,60.70,52.41,45.73,39.59,33.91,28.70,24.15,21.09,18.63,17.12,16.64
