17.20,17.20,18.54,20.99,24.50,28.70,34.07,38.84,44.86,53.68,60.99,69.33,77.74,87.24,97.55,107.19,116.36,124.22,134.25,144.85,154.59,164.01,166.56,173.94,185.97,191.31,195.83,199.48,204.17,210.96,211.91,210.88,208.88,206.93,207.01,205.15,201.39,196.76,193.12,183.34,175.63,168.17,161.70,153.13,145.54,135.54,126.61,115.26,105.68,95.71,87.24,78.11,69.99,61.28,53.93,45.51,39.02,33.59,28.43,24.50,21.19,18.89,17.28,16.64
17.04,17.20,18.63,21.29,24.50,28.56,33.59,39.78,46.39,52.92,60.99,69.66,78.48,87.65,96.17,106.18,116.91,124.81,134.25,144.85,153.86,161.70,169.79,177.32,185.97,188.59,193.96,202.34,206.12,207.01,207.93,210.88,213.88,206.93,205.04,205.15,202.34,194.90,188.59,184.21,179.85,168.17,160.16,153.86,145.54,133.61,124.81,115.81,108.20,96.17,86.41,78.48,69.99,60.41,52.66,46.17,39.96,33.43,28.29,24.39,21.19,18.63,17.12,16.88
16.88,17.36,18.80,21.19,24.50,28.70,33.75,39.59,45.95,53.42,61.28,69.66,78.48,87.65,97.09,106.69,116.36,125.41,135.54,144.85,153.86,162.47,170.60,177.32,185.97,191.31,196.76,201.39,205.15,208.00,209.92,210.88,210.88,209.92,208.98,205.15,201.39,196.76,191.31,185.09,178.16,170.60,162.47,153.86,144.85,135.54,126.01,116.36,106.69,97.09,87.65,78.48,69.66,61.28,53.42,46.39,39.59,33.75,28.84,24.50,21.19,18.80,17.36,16.88
16.88,17.36,18.89,21.19,24.62,28.70,33.75,39.59,46.17,53.42,61.28,69.99,78.48,87.65,97.09,106.69,116.36,126.01,135.54,144.85,153.86,162.47,169.79,178.16,185.09,191.31,196.76,201.39,205.15,208.00,208.92,210.88,210.88,209.92,208.00,205.15,201.39,196.76,191.31,184.21,178.16,170.60,162.47,153.86,144.17,135.54,126.01,116.36,106.69,97.09,87.24,78.48,69.66,61.28,53.42,46.17,39.59,33.75,28.70,24.50,21.19,18.80,17.36,16.88
16.64,17.20,18.72,21.09,24.27,28.56,33.75,39.59,45.95,53.17,60.70,69.00,78.11,87.24,96.63,106.18,116.36,125.41,134.25,142.79,153.13,163.24,170.60,176.47,183.34,191.31,194.90,198.52,203.20,208.00,211.91,206.88,206.88,210.91,208.00,203.20,199.48,195.83,192.22,183.34,176.47,170.60,160.93,153.13,143.48,135.54,126.01,117.46,106.18,95.71,85.99,77.74,69.66,61.28,53.42,47.04,39.40,33.27,28.16,24.39,21.29,18.80,17.36,17.20
16.88,17.20,18.63,21.09,24.27,28.29,33.59,39.59,46.17,52.92,60.70,69.33,78.11,87.24,97.09,106.69,114.71,124.81,134.25,142.79,151.67,161.70,170.60,179.01,183.34,188.59,196.76,201.39,203.20,206.03,209.92,209.88,212.88,208.92,206.03,203.20,200.43,196.76,191.31,183.34,176.47,169.79,160.93,151.67,144.17,135.54,126.61,113.05,105.17,97.09,87.65,77.74,68.67,60.70,53.68,45.51,39.02,33.75,28.70,24.27,20.99,18.72,17.36,16.88
17.12,17.20,18.63,21.29,24.50,28.43,33.59,39.78,46.39,53.68,61.28,69.00,77.74,87.65,97.55,106.69,115.26,125.41,135.54,142.79,152.40,161.70,171.41,180.70,183.34,187.68,197.69,201.39,203.20,206.03,208.92,212.88,206.88,206.93,208.98,205.15,200.43,194.90,190.40,187.72,176.47,166.56,163.24,155.32,144.17,134.25,125.41,116.36,103.65,95.25,88.07,79.22,69.33,60.12,53.42,46.61,39.96,34.38,28.56,24.15,20.89,18.89,17.44,16.88
16.80,17.36,18.80,21.09,24.27,28.56,34.07,39.96,45.95,53.17,60.99,69.66,78.48,87.65,97.09,106.69,116.91,126.01,133.61,143.48,154.59,164.01,173.02,175.63,183.34,191.31,196.76,199.48,204.17,209.97,211.91,216.88,210.88,207.93,207.01,206.12,203.30,196.76,190.40,184.21,179.01,168.98,160.93,153.13,145.54,136.82,124.81,115.26,106.69,97.09,86.82,77.36,69.99,61.57,52.92,45.73,39.96,33.59,28.56,24.39,21.29,18.98,17.20,16.64
16.88,17.36,18.80,21.09,24.27,28.70,33.91,39.78,46.17,53.68,61.28,69.33,78.11,87.65,97.55,107.19,116.91,126.01,135.54,144.85,153.86,162.47,170.60,179.01,186.84,191.31,195.83,201.39,204.17,207.01,208.92,210.88,211.88,207.93,206.03,205.15,202.34,195.83,190.40,185.09,179.01,171.41,164.01,153.86,144.17,134.25,126.01,116.91,107.19,98.01,87.65,78.11,69.66,61.57,53.68,45.95,39.40,33.91,28.84,24.85,21.29,18.72,17.20,16.80
16.88,17.20,18.72,21.29,24.62,28.70,33.75,38.84,45.73,53.68,61.57,69.33,77.74,87.65,97.55,105.17,114.71,127.20,136.18,142.79,152.40,164.01,173.02,179.85,190.35,191.31,193.96,201.39,208.06,208.98,209.92,211.88,204.88,206.93,209.97,207.09,198.52,194.90,193.12,185.97,179.01,168.98,161.70,154.59,145.54,134.25,125.41,116.91,107.70,98.01,88.90,78.48,69.00,61.28,53.68,46.17,39.40,33.91,28.84,24.50,21.19,18.89,17.36,16.96
